step,queue,avg_wait_time,co2_kg,ambulance_time,firetruck_time
1807,30,1.52,0.1238,,
1808,28,1.55,0.1552,,
1809,28,1.7,0.1513,,
1810,26,1.84,0.1119,,
1811,24,2.02,0.1184,,
1812,25,2.3,0.1112,,
1813,21,2.63,0.0913,,
1814,21,2.85,0.1084,,
1815,22,3.32,0.0772,,
1816,22,3.4,0.0938,,
1817,22,3.79,0.1031,,
1818,22,4.26,0.1016,,
1819,21,4.78,0.0987,,
1820,21,5.68,0.0793,,
1821,21,6.56,0.092,,
1822,21,7.32,0.0904,,
1823,22,8.41,0.0945,,
1824,24,7.91,0.0786,,
1825,24,8.69,0.0781,,
1826,23,9.22,0.0489,,
1827,23,10.1,0.0467,,
1828,24,11.03,0.0508,,
1829,23,12.03,0.0486,,
1830,23,13.14,0.0501,,
1831,24,13.86,0.055,,
1832,26,12.75,0.0649,,
1833,24,11.5,0.0691,,
1834,24,11.03,0.0517,,
1835,24,11.97,0.0538,,
1836,29,9.97,0.0588,,
1837,27,10.44,0.0753,,
1838,27,10.95,0.0898,,
1839,28,11.76,0.0941,,
1840,32,10.86,0.1077,,
1841,32,11.33,0.121,,
1842,32,11.84,0.1324,,
1843,34,12.35,0.1228,,
1844,35,12.86,0.1179,,
1845,35,6.0,0.1022,,
1846,35,3.42,0.0743,,
1847,32,1.52,0.082,,
1848,34,0.61,0.0811,,
1849,34,0.73,0.0757,,
1850,31,0.87,0.0806,,
1851,31,1.02,0.114,,
1852,30,1.22,0.0797,,
1853,28,1.48,0.1533,,
1854,28,1.73,0.1625,,
1855,26,2.02,0.1637,,
1856,27,2.17,0.1745,,
1857,25,2.48,0.1308,,
1858,23,2.79,0.1342,,
1859,23,3.1,0.111,,
1860,23,3.57,0.0905,,
1861,21,3.98,0.1019,,
1862,21,4.73,0.1063,,
1863,21,5.28,0.0966,,
1864,23,5.45,0.0923,,
1865,23,6.33,0.0799,,
1866,23,6.97,0.0663,,
1867,23,7.86,0.0694,,
1868,24,8.6,0.0816,,
1869,23,9.67,0.0684,,
1870,22,9.91,0.0664,,
1871,23,11.48,0.0606,,
1872,28,9.15,0.0879,,
1873,28,10.13,0.0869,,
1874,28,10.64,0.0841,,
1875,31,11.15,0.1014,,
1876,32,11.67,0.0937,,
1877,31,12.21,0.1117,,
1878,31,12.74,0.1139,,
1879,32,13.28,0.1103,,
1880,35,12.1,0.1097,,
1881,34,11.19,0.1143,,
1882,33,11.24,0.1046,,
1883,33,11.68,0.0836,,
1884,33,12.12,0.0546,,
1885,32,12.56,0.0605,,
1886,32,13.02,0.0727,,
1887,33,13.59,0.0728,,
1888,34,13.25,0.0764,,
1889,34,13.89,0.0844,,
1890,34,7.39,0.0905,,
1891,34,3.74,0.072,,
1892,31,1.69,0.0794,,
1893,31,1.07,0.0816,,
1894,31,1.15,0.0678,,
1895,30,0.97,0.0745,,
1896,32,1.07,0.0831,,
1897,31,1.3,0.0717,,
1898,28,1.57,0.1267,,
1899,29,1.81,0.1289,,
1900,26,2.02,0.1313,,
1901,26,2.3,0.1536,,
1902,25,2.71,0.1351,,
1903,23,3.08,0.1228,,
1904,25,3.14,0.115,,
1905,23,3.52,0.1194,,
1906,21,4.03,0.1272,,
1907,21,4.46,0.0864,,
1908,23,4.16,0.0977,,
1909,23,3.89,0.1144,,
1910,23,4.25,0.1372,,
1911,24,4.74,0.1211,,
1912,27,4.91,0.1426,,
1913,27,5.44,0.1467,,
1914,26,6.05,0.136,,
1915,29,6.58,0.0963,,
1916,28,7.36,0.0899,,
1917,28,7.81,0.0882,,
1918,28,8.49,0.065,68,
1919,28,9.48,0.0521,,
1920,30,8.92,0.0672,,
1921,29,9.38,0.0598,,
1922,29,10.11,0.0539,,
1923,27,9.78,0.0628,,
1924,28,10.06,0.0609,,
1925,28,10.56,0.066,,
1926,27,10.21,0.0685,,
1927,27,10.44,0.075,,
1928,29,9.79,0.0796,,
1929,29,10.32,0.0643,,
1930,27,10.56,0.0652,,
1931,28,11.08,0.0755,,
1932,28,11.92,0.074,,
1933,28,13.19,0.0745,,
1934,28,13.81,0.0835,,
1935,29,7.08,0.0827,,
1936,31,3.2,0.0897,,
1937,28,1.52,0.0971,,
1938,28,0.72,0.0964,,
1939,28,0.9,0.076,,
1940,27,1.07,0.0876,,
1941,27,1.27,0.1122,,
1942,25,1.58,0.0996,,
1943,24,1.63,0.1301,,
1944,30,1.44,0.1356,,
1945,29,1.6,0.147,,
1946,28,1.83,0.1362,,
1947,28,1.98,0.129,,
1948,27,2.19,0.1363,,
1949,26,2.4,0.1092,,
1950,26,2.66,0.15,,
1951,27,2.91,0.1239,,
1952,28,2.88,0.1544,,
1953,28,3.19,0.1124,,
1954,26,3.59,0.104,,
1955,26,4.12,0.1038,,
1956,27,4.5,0.0735,,
1957,26,5.03,0.0727,,
1958,26,5.33,0.0971,,
1959,26,5.82,0.0696,,
1960,28,5.81,0.0756,,
1961,26,6.26,0.0864,,
1962,25,6.42,0.0737,,
1963,25,6.51,0.0831,,
1964,26,7.22,0.0891,,
1965,25,8.11,0.0841,,
1966,25,8.63,0.0807,,
1967,26,9.41,0.0825,,
1968,26,8.32,0.0776,,
1969,26,9.2,0.0739,,
1970,26,9.71,0.0795,,
1971,25,10.44,0.0892,,
1972,25,11.24,0.055,,
1973,25,11.79,0.0615,,
1974,25,12.33,0.0626,,
1975,25,12.97,0.0579,,
1976,27,12.47,0.0681,,
1977,27,13.43,0.0745,,
1978,27,14.03,0.0776,,
1979,27,14.63,0.0697,,
1980,32,6.63,0.0767,,
1981,31,3.41,0.0868,,
1982,28,1.02,0.0885,,
1983,29,0.38,0.0917,,
1984,33,0.43,0.0887,,
1985,29,0.58,0.088,,
1986,29,0.74,0.1144,,
1987,31,0.93,0.1045,,
1988,28,1.12,0.1262,,
1989,28,1.31,0.118,,
1990,25,1.47,0.1277,,
1991,25,1.65,0.1235,,
1992,27,1.68,0.0931,,
1993,24,1.98,0.1212,,
1994,24,2.16,0.1026,,
1995,23,2.54,0.0867,,
1996,21,2.88,0.0916,,
1997,21,2.74,0.0959,,
1998,20,2.97,0.0991,,
1999,21,3.44,0.1168,,
2000,23,3.51,0.1186,,
2001,23,4.05,0.1153,,
2002,23,4.79,0.0897,,
2003,23,5.53,0.0862,,
2004,22,6.19,0.0508,,
2005,22,6.93,0.0452,,
2006,22,8.0,0.0519,,66
2007,23,8.61,0.0671,,
2008,25,8.06,0.0615,,
2009,25,8.87,0.0592,,
2010,25,9.45,0.0656,,
2011,24,10.4,0.0547,,
2012,24,11.41,0.058,,
2013,24,12.07,0.0617,,
2014,24,12.04,0.0498,,
2015,24,12.25,0.0529,,
2016,29,8.13,0.0711,,
2017,29,8.0,0.0837,,
2018,29,8.41,0.0803,,
2019,29,8.82,0.0783,,
2020,30,9.0,0.0951,,
2021,30,9.67,0.099,,
2022,29,10.37,0.1051,,
2023,32,10.82,0.1285,,
2024,34,10.21,0.1205,,
2025,34,5.14,0.0839,,
2026,34,2.86,0.0834,,
2027,30,0.86,0.0832,,
2028,31,0.31,0.0824,,
2029,31,0.45,0.0844,,
2030,28,0.6,0.0954,,
2031,29,0.81,0.1201,,
2032,30,0.93,0.1141,,
2033,28,1.15,0.1356,,
2034,28,1.45,0.1061,,
2035,26,1.73,0.096,,
2036,26,2.07,0.0911,,
2037,25,2.37,0.0867,,
2038,23,2.67,0.0957,,
2039,22,3.0,0.0895,,
2040,23,3.04,0.0838,,
2041,23,3.45,0.081,,
2042,22,3.98,0.0898,,
2043,22,4.33,0.083,,
2044,23,5.32,0.0778,,
2045,22,5.73,0.0846,,
2046,21,6.33,0.089,,
2047,22,7.18,0.0805,,
2048,23,6.84,0.0841,,
2049,23,8.15,0.0777,,
2050,23,8.91,0.0615,,
2051,23,9.72,0.073,,
2052,28,8.41,0.0718,,
2053,27,9.08,0.0868,,
2054,27,9.78,0.0875,,
2055,28,10.24,0.0984,,
2056,31,9.71,0.0985,,
2057,31,10.17,0.1122,,
2058,29,9.4,0.1097,,
2059,32,8.57,0.1189,,
2060,32,9.18,0.1104,,
2061,32,9.84,0.0959,,
2062,30,10.26,0.0807,,
2063,31,10.71,0.0985,,
2064,33,10.14,0.061,,
2065,33,10.85,0.0709,,
2066,33,11.34,0.0726,,
2067,33,12.2,0.0631,,
2068,33,12.7,0.0614,,
2069,33,13.25,0.0691,,
2070,33,7.4,0.0649,,
2071,34,3.59,0.0606,,
2072,34,2.07,0.0794,,
2073,34,1.5,0.0704,,
2074,33,1.48,0.0604,,
2075,31,1.57,0.0676,,
2076,31,1.64,0.0788,,
2077,29,1.93,0.0797,,
2078,28,2.24,0.0803,,
2079,28,2.61,0.0751,,
2080,28,2.61,0.0955,,
2081,27,2.89,0.1073,,
2082,26,3.2,0.0995,,
2083,26,3.58,0.1042,,
2084,24,3.91,0.1151,,
2085,23,4.44,0.0865,,
2086,21,4.38,0.1087,,
2087,21,4.83,0.0891,,
2088,23,4.24,0.1089,,
2089,23,4.71,0.1218,,
2090,23,5.24,0.1255,,
2091,24,5.7,0.1196,,
2092,27,6.07,0.11,,
2093,26,6.9,0.0999,,
2094,26,7.29,0.1027,,
2095,29,8.08,0.1232,,
2096,31,7.7,0.141,,
2097,31,8.46,0.0941,,
2098,31,9.31,0.0766,,
2099,30,10.03,0.0827,69,
2100,31,10.5,0.0696,,
2101,30,11.27,0.0703,,
2102,30,12.08,0.0645,,
2103,31,12.61,0.0624,,
2104,31,12.47,0.0677,,
2105,29,11.32,0.0567,,
2106,29,10.68,0.0688,,
2107,30,11.05,0.0658,,
2108,30,11.58,0.0622,,
2109,28,12.46,0.0715,,
2110,28,13.03,0.0875,,
2111,29,13.62,0.087,,
2112,29,12.85,0.0882,,
2113,29,13.41,0.0871,,
2114,29,13.98,0.0848,,
2115,29,7.32,0.0765,,
2116,30,3.77,0.0879,,
2117,26,1.85,0.0988,,
2118,26,0.85,0.1028,,
2119,27,0.92,0.092,,
2120,27,0.81,0.1052,,
2121,27,1.0,0.1232,,
2122,26,1.14,0.1019,,
2123,23,1.32,0.1177,,
2124,28,1.24,0.112,,
2125,25,1.42,0.1417,,
2126,25,1.62,0.1489,,
2127,24,1.81,0.1513,,
2128,26,1.88,0.1702,,
2129,26,2.12,0.1263,,
2130,24,2.38,0.1533,,
2131,26,2.64,0.1356,,
2132,25,3.02,0.1106,,
2133,25,3.48,0.0799,,
2134,23,3.92,0.0817,,
2135,24,4.42,0.068,,
2136,26,4.29,0.0701,,
2137,26,4.67,0.0658,,
2138,26,4.95,0.076,,
2139,24,5.73,0.0608,,
2140,24,5.97,0.0643,,
2141,23,6.72,0.0782,,
2142,23,7.4,0.0929,,
2143,23,8.15,0.0941,,
2144,25,8.03,0.0928,,
2145,25,8.81,0.0876,,25
2146,25,9.36,0.0975,,
2147,25,9.92,0.0746,,
2148,26,9.0,0.0758,,
2149,24,8.54,0.0805,,
2150,24,8.77,0.0867,,
2151,25,9.5,0.0827,,
2152,26,9.19,0.0956,,
2153,25,10.23,0.0973,,
2154,25,11.42,0.0612,,
2155,26,12.0,0.0606,,
2156,25,12.58,0.0629,,
2157,25,13.15,0.0691,,
2158,25,13.76,0.0691,,
2159,26,14.39,0.0732,,
2160,32,5.2,0.0739,,
2161,32,2.89,0.0832,,
2162,28,1.33,0.0897,,
2163,29,0.81,0.0868,,
2164,31,1.0,0.0841,,
2165,27,1.17,0.0905,,
2166,27,1.38,0.1235,,
2167,30,1.55,0.1041,,
2168,28,1.57,0.1328,,
2169,28,1.73,0.1432,,
2170,26,1.87,0.1217,,
2171,24,2.04,0.123,,
2172,25,2.27,0.1071,,
2173,21,2.57,0.0947,,
2174,21,2.85,0.084,,
2175,22,3.26,0.0991,,
2176,22,3.42,0.0931,,
2177,22,3.73,0.0965,,
2178,22,4.21,0.097,,
2179,22,4.84,0.0899,,
2180,22,5.57,0.0901,,
2181,21,6.24,0.0911,,
2182,21,7.63,0.0926,,
2183,22,8.48,0.0923,,
2184,24,8.22,0.0732,,
2185,24,8.78,0.0757,,
2186,24,9.34,0.069,,
2187,23,9.91,0.0498,,
2188,23,10.84,0.0492,,
2189,23,12.24,0.0493,,
2190,23,13.36,0.0471,,
2191,24,14.07,0.0605,,
2192,26,12.94,0.0609,,
2193,24,11.69,0.0682,,
2194,24,11.19,0.0521,,
2195,24,11.75,0.0526,,
2196,29,10.1,0.0599,,
2197,27,10.84,0.0734,,
2198,27,11.34,0.0828,,
2199,28,11.87,0.0973,,
2200,32,10.95,0.1042,,
2201,32,11.42,0.1054,,
2202,32,11.88,0.1248,,
2203,35,12.4,0.1245,,
2204,35,12.91,0.1222,,
2205,35,6.05,0.1042,,
2206,35,3.42,0.0876,,
2207,32,1.37,0.0876,,
2208,34,0.6,0.1005,,
2209,34,0.76,0.072,,
2210,30,0.89,0.0831,,
2211,30,1.07,0.1081,,
2212,31,1.31,0.0812,,
2213,27,1.57,0.1433,,
2214,27,1.8,0.1549,,
2215,26,2.07,0.1448,,
2216,27,2.19,0.168,,
2217,27,2.48,0.175,,
2218,24,2.79,0.152,,
2219,23,3.17,0.1152,,
2220,24,3.57,0.1076,,
2221,21,4.07,0.12,,
2222,21,4.62,0.0863,,
2223,20,5.1,0.0891,,
2224,22,5.36,0.0929,,
2225,22,5.74,0.1074,,
2226,22,6.79,0.0623,,
2227,22,7.43,0.0736,,
2228,23,8.11,0.0741,,
2229,22,9.09,0.0639,,
2230,22,10.19,0.0719,,
2231,22,11.5,0.0577,,
2232,28,9.1,0.0765,,
2233,28,9.57,0.0901,,
2234,28,10.86,0.0861,,
2235,28,10.79,0.1106,,
2236,30,11.58,0.0879,26,
2237,29,12.08,0.1011,,
2238,29,12.61,0.108,,
2239,31,13.13,0.1114,,
2240,33,11.6,0.1114,,
2241,32,11.48,0.1093,,
2242,33,11.1,0.1013,,
2243,32,11.38,0.0676,,
2244,32,11.8,0.0704,,
2245,32,12.25,0.0747,,
2246,31,12.78,0.064,,
2247,32,13.32,0.071,,
2248,33,12.66,0.0853,,
2249,33,13.53,0.0834,,
2250,33,6.79,0.0737,,
2251,33,3.6,0.0725,,
2252,30,1.56,0.0799,,
2253,30,1.17,0.0712,,
2254,30,0.76,0.0714,,
2255,29,0.63,0.07,,
2256,30,0.84,0.0842,,
2257,29,1.09,0.0968,,
2258,27,1.41,0.119,,
2259,27,1.68,0.1197,,
2260,26,1.9,0.11,,
2261,25,2.17,0.1486,,
2262,23,2.49,0.1392,,
2263,23,2.9,0.117,,
2264,24,2.88,0.134,,
2265,21,3.29,0.1031,,
2266,21,3.67,0.1065,,
2267,19,4.18,0.088,,
2268,23,3.8,0.1078,,
2269,22,4.16,0.1155,,
2270,22,4.56,0.1149,,
2271,24,4.98,0.134,,
2272,27,5.29,0.1333,,
2273,27,5.6,0.1456,,
2274,27,6.36,0.1081,,
2275,29,6.89,0.0989,,
2276,28,7.69,0.0893,,
2277,28,8.34,0.0749,,
2278,28,8.8,0.0735,,
2279,29,9.53,0.0524,,
2280,30,9.44,0.0536,,
2281,29,9.89,0.053,,
2282,29,10.36,0.0603,,
2283,28,10.0,0.0567,,
2284,28,9.97,0.0577,,
2285,28,10.49,0.0676,,
2286,28,10.35,0.0656,,
2287,27,10.0,0.0724,,
2288,29,9.39,0.0864,,
2289,29,9.92,0.0679,,
2290,27,10.18,0.0708,,
2291,27,10.72,0.0817,,
2292,28,11.86,0.0744,,
2293,28,12.43,0.0777,,
2294,28,13.39,0.0907,,
2295,29,7.17,0.0932,,
2296,31,3.08,0.0898,,
2297,27,1.54,0.0895,,
2298,27,0.72,0.099,,
2299,27,0.82,0.0799,,
2300,25,0.9,0.0946,,
2301,25,1.1,0.1025,,
2302,25,1.34,0.1066,,
2303,22,1.57,0.1474,,
2304,28,1.35,0.1417,,
2305,26,1.53,0.1335,,
2306,26,1.71,0.1568,,
2307,25,1.96,0.1567,,
2308,27,2.17,0.1382,,
2309,25,2.43,0.132,,
2310,24,2.7,0.135,,
2311,26,2.93,0.1388,,
2312,27,2.92,0.1445,,
2313,27,3.28,0.1339,,
2314,27,3.68,0.1147,,
2315,26,4.12,0.0933,,
2316,26,4.6,0.072,,
2317,25,5.03,0.0866,,
2318,25,5.47,0.0984,,
2319,24,5.84,0.0825,,
2320,24,5.51,0.0668,,
2321,24,6.24,0.0902,,21
2322,24,7.09,0.0631,,
2323,25,7.79,0.0719,,
2324,25,8.29,0.0743,,
2325,25,9.06,0.0835,,
2326,23,9.61,0.0865,,
2327,24,10.15,0.0901,,
2328,26,10.14,0.0771,,
2329,25,10.0,0.072,,
2330,24,10.31,0.0723,,
2331,25,10.53,0.0835,,
2332,25,11.39,0.0587,,
2333,24,11.9,0.0518,,
2334,24,12.45,0.0608,,
2335,25,13.03,0.0635,,
2336,26,12.47,0.0603,,
2337,26,13.06,0.0645,,
2338,26,13.65,0.0609,,
2339,26,14.24,0.0611,,
2340,31,5.76,0.0727,,
2341,31,2.8,0.0861,,
2342,27,1.02,0.0864,,
2343,28,0.38,0.0909,,
2344,32,0.44,0.0934,,
2345,28,0.56,0.1077,,
2346,28,0.74,0.1166,,
2347,29,0.9,0.1069,,
2348,27,1.1,0.1431,,
2349,27,1.27,0.1207,,
2350,24,1.4,0.1092,,
2351,24,1.57,0.1215,,
2352,25,1.59,0.0945,,
2353,23,1.9,0.1316,,
2354,23,2.07,0.1148,,
2355,22,2.38,0.0883,,
2356,20,2.82,0.0876,,
2357,20,3.31,0.0828,,
2358,20,3.77,0.0892,,
2359,21,4.29,0.1003,,
2360,23,4.47,0.102,,
2361,23,5.21,0.101,,
2362,23,6.03,0.0956,,
2363,22,6.74,0.0667,,
2364,22,7.53,0.0527,,
2365,22,8.68,0.0477,,
2366,22,9.29,0.0525,,
2367,23,9.89,0.0691,,
2368,25,9.48,0.0599,,
2369,25,10.37,0.0774,,
2370,24,10.97,0.0497,,
2371,24,11.57,0.0615,,
2372,24,12.62,0.0617,,
2373,24,12.24,0.0473,,
2374,24,12.74,0.0552,,
2375,23,11.37,0.0509,,
2376,29,7.72,0.0648,,
2377,28,8.08,0.0854,,
2378,28,8.49,0.0737,,
2379,29,9.13,0.0817,,
2380,29,9.55,0.0813,,
2381,29,10.0,0.0973,,
2382,30,10.47,0.1125,,
2383,32,10.95,0.1166,,
2384,34,10.33,0.1351,,
2385,34,5.17,0.1059,,
2386,34,2.81,0.0827,,
2387,30,0.9,0.0829,,
2388,31,0.43,0.0853,,
2389,31,0.55,0.0706,,
2390,27,0.69,0.0958,,
2391,28,0.9,0.1098,,
2392,29,1.05,0.1221,,
2393,28,1.28,0.1346,,
2394,28,1.53,0.0979,,
2395,26,1.86,0.0875,,
2396,26,2.17,0.0839,,
2397,25,2.5,0.0736,,
2398,24,2.83,0.0935,,
2399,25,3.19,0.1001,,
2400,24,3.09,0.0915,,
2401,24,3.57,0.0634,,
2402,23,3.93,0.0736,,
2403,22,4.37,0.0768,,
2404,22,5.08,0.0779,,
2405,22,5.47,0.0744,,
2406,22,6.19,0.0865,,
2407,23,6.71,0.0777,,
2408,25,6.58,0.0807,,
2409,23,7.19,0.1161,,
2410,23,7.62,0.1038,,
2411,23,8.51,0.09,,
2412,27,7.3,0.0955,,
2413,27,8.05,0.0928,,
2414,26,8.68,0.0984,24,
2415,27,9.33,0.1045,,
2416,30,9.07,0.1171,,
2417,29,9.02,0.1149,,
2418,29,8.05,0.1116,,
2419,30,8.05,0.1215,,
2420,31,8.62,0.1026,,
2421,30,8.97,0.1046,,
2422,29,9.33,0.0916,,
2423,30,10.0,0.0827,,
2424,32,9.45,0.0861,,
2425,31,10.12,0.0882,,
2426,31,10.56,0.0744,,
2427,30,11.02,0.071,,
2428,31,11.82,0.0722,,
2429,31,12.69,0.0787,,
2430,31,6.74,0.065,,
2431,32,3.49,0.072,,
2432,30,1.49,0.072,,
2433,30,1.23,0.0766,,
2434,30,1.31,0.0525,,
2435,26,1.31,0.0636,,
2436,27,1.61,0.0888,,
2437,27,1.95,0.0832,,
2438,23,2.24,0.0871,,
2439,24,2.54,0.0901,,
2440,23,2.5,0.0766,,
2441,22,2.76,0.1159,,
2442,22,3.12,0.0938,,
2443,21,3.52,0.0832,,
2444,19,4.05,0.0833,,
2445,18,4.51,0.0927,,
2446,17,5.14,0.0903,,
2447,18,5.68,0.0822,,
2448,23,4.9,0.1063,,
2449,23,5.21,0.1172,,
2450,23,5.8,0.1232,,
2451,23,6.17,0.1221,,
2452,25,7.08,0.0828,,
2453,25,7.49,0.0898,,
2454,25,7.89,0.0908,,
2455,28,8.3,0.1125,,
2456,30,8.47,0.1062,,
2457,30,9.14,0.1005,,
2458,29,9.83,0.0689,,
2459,30,10.28,0.0627,,
2460,28,11.03,0.0501,,
2461,28,11.51,0.0729,,
2462,28,12.35,0.0593,,
2463,28,11.94,0.0759,,
2464,29,10.7,0.0662,,
2465,28,10.32,0.0695,,
2466,28,10.03,0.0629,,
2467,27,10.43,0.0689,,
2468,28,11.25,0.0676,,
2469,27,11.81,0.0745,,
2470,27,12.36,0.0739,,
2471,27,12.94,0.0831,,
2472,28,12.2,0.0859,,
2473,28,12.75,0.0831,,
2474,28,13.67,0.0842,,
2475,28,7.54,0.0731,,
2476,29,4.08,0.0759,,
2477,26,2.0,0.0861,,
2478,26,1.61,0.1056,,
2479,27,0.97,0.0856,,
2480,26,0.93,0.0967,,
2481,26,1.1,0.1256,,
2482,26,1.18,0.1253,,
2483,23,1.36,0.1421,,
2484,28,1.26,0.118,,
2485,26,1.41,0.1445,,
2486,24,1.57,0.1444,,
2487,24,1.76,0.1485,,
2488,27,1.8,0.1406,,
2489,25,2.02,0.1112,,
2490,23,2.26,0.1345,,
2491,25,2.5,0.1312,,
2492,24,2.76,0.1382,,
2493,24,3.12,0.0941,,
2494,23,3.55,0.0815,,
2495,22,3.8,0.0764,,
2496,24,3.98,0.0883,,
2497,24,4.4,0.0853,,
2498,23,4.92,0.0528,,
2499,23,5.3,0.0556,,
2500,24,5.53,0.0677,,
2501,22,6.4,0.0623,,21
2502,21,7.06,0.076,,
2503,22,7.79,0.0693,,
2504,24,7.83,0.0714,,
2505,24,7.57,0.0948,,
2506,23,8.18,0.0919,,
2507,23,8.68,0.0905,,
2508,24,8.29,0.096,,
2509,23,8.88,0.0819,,
2510,22,9.62,0.082,,
2511,23,10.45,0.0823,,
2512,24,10.36,0.0879,,
2513,24,10.94,0.0962,,
2514,24,11.88,0.0629,,
2515,24,12.47,0.0633,,
2516,25,13.06,0.0671,,
2517,25,13.66,0.0783,,
2518,25,14.31,0.0754,,
2519,26,14.97,0.0626,,
2520,32,5.5,0.0635,,
2521,32,3.1,0.0749,,
2522,28,1.51,0.0773,,
2523,28,1.2,0.0875,,
2524,31,1.1,0.0798,,
2525,27,1.27,0.0933,,
2526,27,1.45,0.1171,,
2527,29,1.62,0.1279,,
2528,29,1.64,0.1379,,
2529,28,1.8,0.1353,,
2530,26,1.93,0.1288,,
2531,26,2.13,0.1049,,
2532,25,2.47,0.0849,,
2533,22,2.7,0.0992,,
2534,21,3.07,0.0914,,
2535,22,3.61,0.0889,,
2536,23,3.61,0.0828,,
2537,23,4.1,0.0917,,
2538,23,4.28,0.0896,,
2539,22,4.79,0.0891,,
2540,21,5.5,0.0945,,
2541,21,6.32,0.091,,
2542,21,7.25,0.1016,,
2543,22,8.03,0.0922,,
2544,24,8.06,0.077,,
2545,24,8.58,0.0949,,
2546,24,9.12,0.075,,
2547,23,9.67,0.0628,,
2548,23,10.56,0.0548,,
2549,23,11.52,0.0513,,
2550,23,12.97,0.0645,,
2551,24,13.66,0.0589,,
2552,26,13.03,0.0664,,
2553,24,11.75,0.0621,,
2554,24,11.25,0.0606,,
2555,25,11.78,0.0513,,
2556,29,10.39,0.0574,,
2557,29,10.87,0.0708,,
2558,27,11.37,0.0848,,
2559,29,11.87,0.0972,,
2560,32,10.95,0.0997,,
2561,32,11.44,0.1191,,
2562,32,11.93,0.1256,,
2563,35,12.44,0.123,,
2564,35,12.95,0.1355,,
2565,35,6.07,0.1072,,
2566,35,3.49,0.0894,,
2567,32,1.48,0.0888,,
2568,34,0.63,0.1012,,
2569,33,0.78,0.0793,,
2570,31,0.85,0.0952,,
2571,31,1.04,0.0856,,
2572,30,1.27,0.0882,,
2573,28,1.47,0.1633,,
2574,28,1.75,0.1655,,
2575,27,2.02,0.1696,,
2576,27,2.15,0.163,,
2577,25,2.48,0.1382,,
2578,23,2.81,0.1227,,
2579,23,3.21,0.0966,,
2580,23,3.52,0.1035,,
2581,22,4.02,0.0921,,
2582,21,4.49,0.0819,,
2583,21,5.25,0.1047,,
2584,23,5.4,0.0805,,
2585,23,5.98,0.0996,,
2586,23,6.74,0.0993,,
2587,23,7.21,0.0788,,
2588,24,8.54,0.077,,
2589,23,9.06,0.0831,,
2590,23,10.47,0.0648,,
2591,23,11.42,0.0709,,
2592,28,9.56,0.0772,,
2593,28,10.08,0.0863,,
2594,28,11.16,0.0862,,
2595,29,11.1,0.0946,,
2596,31,11.62,0.0963,,
2597,30,12.13,0.1118,,
2598,30,12.64,0.1091,,
2599,33,13.18,0.1157,,
2600,34,11.98,0.1185,,
2601,33,11.07,0.1221,,
2602,33,10.83,0.1079,,
2603,33,11.54,0.0622,,
2604,33,11.98,0.0598,,
2605,32,12.44,0.064,,
2606,32,12.95,0.0742,,
2607,33,13.51,0.0721,,
2608,34,13.16,0.0755,,
2609,34,13.75,0.0884,,
2610,34,7.4,0.0785,,
2611,34,3.58,0.0726,,
2612,31,1.52,0.086,,
2613,31,0.79,0.0808,,
2614,31,1.02,0.0633,,
2615,30,0.88,0.0625,,
2616,32,0.98,0.0868,,
2617,29,1.23,0.0867,,
2618,28,1.52,0.1266,,
2619,28,1.79,0.1333,,
2620,26,2.0,0.131,,
2621,25,2.28,0.1636,,
2622,24,2.68,0.1419,,
2623,23,3.05,0.1215,,
2624,24,3.19,0.1045,,
2625,23,3.07,0.1068,,
2626,21,3.32,0.1005,,
2627,19,3.84,0.0988,,
2628,23,3.43,0.1031,,
2629,23,3.86,0.1257,,
2630,22,4.33,0.125,,
2631,23,4.73,0.134,,
2632,27,4.81,0.142,,
2633,27,5.37,0.1362,,
2634,27,6.13,0.1133,,
2635,28,6.68,0.0933,65,
2636,28,7.28,0.0904,,
2637,28,7.72,0.0708,,
2638,28,8.4,0.0484,,
2639,28,9.39,0.0561,,
2640,30,8.81,0.0621,,
2641,29,9.5,0.0675,,
2642,29,9.94,0.0559,,
2643,27,9.58,0.0541,,
2644,28,9.54,0.0622,,
2645,28,10.26,0.0646,,
2646,28,9.85,0.0679,,
2647,27,9.97,0.0714,,
2648,29,9.34,0.0792,,
2649,29,9.87,0.0676,,
2650,27,10.15,0.0637,,
2651,27,10.69,0.0789,,
2652,28,11.53,0.077,,
2653,28,12.75,0.0757,,
2654,28,13.39,0.0948,,
2655,29,7.0,0.0846,,
2656,31,3.05,0.0885,,
2657,27,1.55,0.0908,,
2658,27,0.77,0.0749,,
2659,27,0.85,0.0754,,
2660,26,1.03,0.0796,,
2661,26,1.23,0.106,,
2662,25,1.5,0.1266,,
2663,23,1.63,0.1505,,
2664,29,1.4,0.171,,
2665,26,1.65,0.1414,,
2666,26,1.83,0.1682,,
2667,27,2.02,0.127,,
2668,27,2.21,0.1093,,
2669,26,2.42,0.1171,,
2670,24,2.62,0.1351,,
2671,26,2.89,0.144,,
2672,26,2.98,0.1308,,
2673,26,3.53,0.107,,
2674,26,3.91,0.0651,,
2675,26,4.51,0.0774,,
2676,27,4.71,0.0895,,
2677,26,5.12,0.069,,
2678,26,5.59,0.0734,,
2679,25,6.13,0.0934,,
2680,26,6.1,0.0801,,
2681,26,6.72,0.0858,,
2682,25,6.92,0.0819,,
2683,26,6.82,0.0871,,
2684,26,7.77,0.0788,,
