step,total_queue,avg_wait_time,co2_kg,amb_time,fire_time,reward,epsilon
2827,32,4.0,0.088,,,0,0.2163165387878808
2828,31,1.68,0.086,,,0,0.21614348555685048
2829,32,1.12,0.082,,,0,0.215970570768405
2830,30,0.93,0.095,,,0,0.21579779431179028
2831,29,0.82,0.088,,,0,0.21562515607634083
2832,29,0.79,0.087,,,0,0.21545265595147975
2833,31,0.72,0.107,,,0,0.21528029382671857
2834,29,0.76,0.082,,,0,0.21510806959165718
2835,28,1.02,0.096,,,0,0.21493598313598386
2836,27,1.2,0.111,,,0,0.21476403434947508
2837,27,1.49,0.108,,,0,0.2145922231219955
2838,26,1.83,0.107,,,0,0.21442054934349788
2839,25,2.2,0.105,,,0,0.2142490129040231
2840,26,2.67,0.132,,,0,0.21407761369369988
2841,28,2.78,0.126,,,0,0.2139063516027449
2842,28,3.02,0.11,,,0,0.2139063516027449
2843,27,3.33,0.11,,,0,0.2139063516027449
2844,26,3.36,0.079,,,0,0.2139063516027449
2845,31,3.22,0.088,,,0,0.2139063516027449
2846,30,1.82,0.076,,,0,0.2139063516027449
2847,30,1.36,0.089,,,0,0.2139063516027449
2848,28,1.0,0.093,,,0,0.2139063516027449
2849,31,0.62,0.095,,,0,0.2139063516027449
2850,31,0.67,0.131,,,0,0.2139063516027449
2851,30,0.62,0.125,,,0,0.2139063516027449
2852,31,0.6,0.14,,,0,0.2139063516027449
2853,30,0.84,0.124,,,0,0.2139063516027449
2854,30,0.9,0.118,,,0,0.2139063516027449
2855,29,1.12,0.096,,,0,0.2139063516027449
2856,30,1.36,0.096,,,0,0.2137352265214627
2857,31,1.55,0.083,,,0,0.21356423834024554
2858,30,1.86,0.095,,,0,0.21339338694957335
2859,30,2.24,0.088,,,0,0.21322267224001368
2860,29,2.65,0.075,,,0,0.21305209410222167
2861,29,3.02,0.088,,,0,0.2128816524269399
2862,29,3.73,0.086,,,0,0.21271134710499834
2863,29,4.16,0.085,,,0,0.21254117802731434
2864,30,5.0,0.086,,23,0,0.2123711450848925
2865,32,5.08,0.084,,,0,0.21220124816882457
2866,32,5.67,0.098,,,0,0.21203148717028952
2867,31,6.28,0.078,,,0,0.2118618619805533
2868,31,6.95,0.076,,,0,0.21169237249096884
2869,31,8.03,0.071,,,0,0.21152301859297606
2870,31,9.23,0.085,,,0,0.21135380017810168
2871,31,9.34,0.08,,,0,0.21135380017810168
2872,30,8.8,0.095,,,0,0.21135380017810168
2873,32,7.44,0.103,,,0,0.21135380017810168
2874,32,7.1,0.102,,,0,0.21135380017810168
2875,31,3.59,0.059,,,0,0.2111847171379592
2876,31,1.72,0.054,,,0,0.21101576936424882
2877,29,1.03,0.061,,,0,0.21084695674875742
2878,29,0.84,0.055,,,0,0.2106782791833584
2879,28,0.65,0.072,,,0,0.2105097365600117
2880,28,0.86,0.089,,,0,0.2103413287707637
2881,32,0.55,0.094,,,0,0.21017305570774708
2882,32,0.76,0.126,,,0,0.21000491726318088
2883,29,0.96,0.118,,,0,0.20983691332937032
2884,29,1.18,0.117,,,0,0.20966904379870682
2885,31,1.41,0.132,,,0,0.20950130856366786
2886,29,1.67,0.121,,,0,0.20933370751681693
2887,29,2.02,0.14,,,0,0.20916624055080346
2888,30,2.33,0.135,,,0,0.2089989075583628
2889,33,2.53,0.129,,,0,0.2088317084323161
2890,33,2.92,0.11,,,0,0.20866464306557025
2891,33,2.78,0.095,,,0,0.20866464306557025
2892,31,2.67,0.082,,,0,0.20866464306557025
2893,32,3.04,0.089,,,0,0.20866464306557025
2894,32,3.61,0.074,,,0,0.20866464306557025
2895,31,2.65,0.081,,,0,0.2084977113511178
2896,31,2.88,0.085,,,0,0.2083309131820369
2897,32,2.05,0.072,,,0,0.20816424845149126
2898,32,2.12,0.084,,,0,0.20799771705273007
2899,29,2.42,0.08,,,0,0.20783131887908787
2900,29,2.7,0.088,,,0,0.2076650538239846
2901,29,2.27,0.085,,,0,0.2074989217809254
2902,29,1.95,0.096,,,0,0.20733292264350067
2903,28,1.8,0.108,,,0,0.20716705630538587
2904,29,1.65,0.112,,,0,0.20700132266034155
2905,30,1.81,0.114,,,0,0.20683572160221328
2906,29,1.71,0.107,,,0,0.2066702530249315
2907,28,2.07,0.073,,,0,0.20650491682251154
2908,27,2.48,0.061,,,0,0.20633971288905353
2909,27,2.87,0.063,,,0,0.20617464111874229
2910,27,3.28,0.072,,,0,0.2060097014058473
2911,26,3.82,0.064,,,0,0.2060097014058473
2912,26,4.33,0.069,,,0,0.2060097014058473
2913,28,4.31,0.075,,,0,0.2060097014058473
2914,28,4.76,0.088,,,0,0.2060097014058473
2915,28,2.34,0.063,,,0,0.2058448936447226
2916,27,1.21,0.059,,,0,0.20568021772980682
2917,32,0.8,0.064,,,0,0.20551567355562297
2918,30,0.98,0.078,,,0,0.20535126101677847
2919,29,0.98,0.086,,,0,0.20518698000796504
2920,30,1.0,0.085,,,0,0.20502283042395866
2921,32,0.89,0.112,,,0,0.20485881215961949
2922,32,0.93,0.123,,,0,0.2046949251098918
2923,30,1.09,0.133,,,0,0.20453116916980388
2924,31,1.28,0.142,,,0,0.20436754423446804
2925,31,1.54,0.138,,,0,0.20420405019908047
2926,31,1.82,0.138,,,0,0.2040406869589212
2927,29,2.23,0.135,,,0,0.20387745440935404
2928,30,2.58,0.122,,,0,0.20371435244582656
2929,31,2.7,0.118,,,0,0.2035513809638699
2930,31,3.06,0.107,,,0,0.2033885398590988
2931,30,3.45,0.102,,,0,0.2033885398590988
2932,30,3.63,0.106,,,0,0.2033885398590988
2933,29,4.2,0.092,,,0,0.2033885398590988
2934,28,4.27,0.076,,,0,0.2033885398590988
2935,28,2.8,0.083,,,0,0.2032258290272115
2936,29,2.25,0.093,,,0,0.2032258290272115
2937,31,1.79,0.092,,,0,0.2032258290272115
2938,31,1.5,0.093,,,0,0.2032258290272115
2939,31,1.75,0.111,,,0,0.2032258290272115
2940,30,1.46,0.11,,,0,0.2032258290272115
2941,30,1.39,0.099,,,0,0.2032258290272115
2942,30,1.0,0.072,,,0,0.2032258290272115
2943,30,1.27,0.075,,,0,0.2032258290272115
2944,29,1.57,0.07,,,0,0.20306324836398973
2945,30,1.73,0.066,,,0,0.20290079776529854
2946,29,2.17,0.075,,,0,0.2027384771270863
2947,29,2.58,0.078,,,0,0.2025762863453846
2948,28,3.24,0.051,,,0,0.2024142253163083
2949,29,3.76,0.06,,,0,0.20225229393605523
2950,29,4.3,0.052,,,0,0.20209049210090638
2951,29,4.53,0.065,,,0,0.20192881970722565
2952,29,4.79,0.073,,,0,0.20176727665145985
2953,35,4.14,0.08,,,0,0.20160586283013868
2954,35,4.41,0.101,,,0,0.20144457813987457
2955,35,4.86,0.101,,,0,0.20128342247736267
2956,36,5.22,0.106,,,0,0.20112239573938076
2957,38,5.7,0.131,,,0,0.20096149782278924
2958,37,6.44,0.135,,,0,0.200800728624531
2959,36,6.94,0.155,,,0,0.20064008804163136
2960,38,7.62,0.151,,,0,0.20047957597119806
2961,39,7.51,0.15,,,0,0.20031919231042108
2962,39,8.18,0.116,,,0,0.20015893695657275
2963,40,8.7,0.143,,,0,0.1999988098070075
2964,40,9.6,0.073,33,,0,0.19983881075916188
2965,41,10.15,0.076,,,0,0.19967893971055453
2966,40,10.19,0.071,,,0,0.19967893971055453
2967,38,10.79,0.08,,,0,0.19967893971055453
2968,39,11.66,0.078,,,0,0.19967893971055453
2969,41,11.6,0.077,,,0,0.19967893971055453
2970,39,9.22,0.075,,,0,0.19951919655878608
2971,38,6.14,0.088,,,0,0.19935958120153904
2972,37,4.16,0.069,,,0,0.1992000935365778
2973,37,2.22,0.079,,,0,0.19904073346174853
2974,35,1.53,0.076,,,0,0.19888150087497913
2975,35,1.19,0.083,,,0,0.19872239567427916
2976,36,0.61,0.079,,,0,0.19856341775773972
2977,34,0.4,0.082,,,0,0.19840456702353354
2978,34,0.58,0.132,,,0,0.19824584336991471
2979,33,0.78,0.12,,,0,0.19808724669521877
2980,31,1.0,0.139,,,0,0.1979287768978626
2981,31,1.24,0.13,,,0,0.1977704338763443
2982,30,1.57,0.138,,,0,0.1976122175292432
2983,29,1.89,0.131,,,0,0.1974541277552198
2984,28,2.27,0.116,,,0,0.19729616445301562
2985,29,2.46,0.135,,,0,0.19713832752145322
2986,29,2.98,0.107,,,0,0.19698061685943605
2987,25,3.36,0.082,,,0,0.19698061685943605
2988,26,3.95,0.087,,,0,0.19698061685943605
2989,30,3.8,0.111,,,0,0.19698061685943605
2990,29,3.84,0.135,,,0,0.19698061685943605
2991,28,2.3,0.116,,,0,0.1968230323659485
2992,29,1.53,0.132,,,0,0.19666557394005574
2993,33,1.34,0.134,,,0,0.19650824148090368
2994,30,1.02,0.13,,,0,0.19635103488771896
2995,29,0.74,0.108,,,0,0.19619395405980877
2996,31,0.67,0.087,,,0,0.19603699889656093
2997,31,0.61,0.089,,,0,0.19588016929744367
2998,30,0.55,0.076,,,0,0.19572346516200573
2999,28,0.72,0.087,,,0,0.19556688638987613
3000,29,0.93,0.095,,,0,0.19541043288076423
3001,30,1.07,0.097,,,0,0.19525410453445963
3002,29,1.3,0.085,,,0,0.19509790125083207
3003,28,1.59,0.093,,,0,0.1949418229298314
3004,28,1.89,0.086,,,0,0.19478586947148752
3005,29,2.2,0.092,,,0,0.1946300407759103
3006,27,2.63,0.083,,,0,0.19447433674328957
3007,27,3.05,0.094,,,0,0.19431875727389494
3008,27,3.77,0.085,,,0,0.19431875727389494
3009,28,3.52,0.093,,,0,0.19431875727389494
3010,28,4.17,0.079,,,0,0.19431875727389494
3011,28,4.63,0.093,,,0,0.19431875727389494
3012,27,3.13,0.071,,,0,0.19416330226807582
3013,28,2.32,0.062,,,0,0.19400797162626135
3014,26,1.78,0.069,,,0,0.19385276524896033
3015,25,1.34,0.078,,,0,0.19369768303676116
3016,25,1.26,0.076,,,0,0.19354272489033175
3017,25,1.05,0.079,,,0,0.19338789071041948
3018,24,0.68,0.089,,,0,0.19323318039785115
3019,24,0.86,0.075,,,0,0.19307859385353285
3020,22,0.84,0.086,,,0,0.19292413097845001
3021,22,1.03,0.113,,,0,0.19276979167366726
3022,22,1.27,0.102,,,0,0.19276979167366726
3023,22,1.54,0.107,,,0,0.19276979167366726
3024,22,1.62,0.131,,,0,0.19276979167366726
3025,27,1.15,0.127,,,0,0.19276979167366726
3026,27,0.36,0.113,,,0,0.19276979167366726
3027,28,0.28,0.119,,,0,0.19276979167366726
3028,26,0.2,0.093,,,0,0.19276979167366726
3029,28,0.33,0.105,,,0,0.19276979167366726
3030,27,0.38,0.103,,,0,0.19276979167366726
3031,27,0.45,0.098,,,0,0.19276979167366726
3032,28,0.62,0.093,,,0,0.19276979167366726
3033,30,0.76,0.129,,,0,0.19276979167366726
3034,30,0.98,0.101,,,0,0.19276979167366726
3035,30,1.21,0.105,,,0,0.19276979167366726
3036,30,1.48,0.074,,,0,0.19276979167366726
3037,31,1.74,0.079,,,0,0.19276979167366726
3038,30,2.12,0.076,,,0,0.19276979167366726
3039,30,2.55,0.072,,,0,0.19276979167366726
3040,28,2.92,0.092,,,0,0.19276979167366726
3041,30,3.1,0.084,,,0,0.19276979167366726
3042,29,3.63,0.075,,,0,0.19276979167366726
3043,29,4.15,0.097,,,0,0.19261557584032832
3044,29,4.9,0.089,,,0,0.19246148337965605
3045,29,5.49,0.087,,,0,0.1923075141929523
3046,29,6.41,0.079,,,0,0.19215366818159793
3047,29,7.25,0.085,,26,0,0.19199994524705266
3048,30,7.94,0.086,,,0,0.191846345290855
3049,31,7.65,0.078,,,0,0.1916928682146223
3050,31,8.49,0.095,,,0,0.1915395139200506
3051,31,9.13,0.085,,,0,0.19138628230891458
3052,31,10.3,0.088,,,0,0.19123317328306744
3053,32,10.97,0.065,,,0,0.19108018674444097
3054,32,11.65,0.062,,,0,0.1909273225950454
3055,31,12.38,0.067,,,0,0.19077458073696937
3056,31,13.11,0.074,,,0,0.1906219610723798
3057,33,12.82,0.07,,,0,0.1904694635035219
3058,32,12.8,0.066,,,0,0.1904694635035219
3059,31,13.0,0.069,,,0,0.1904694635035219
3060,31,14.0,0.061,,,0,0.1904694635035219
3061,36,12.11,0.074,,,0,0.1904694635035219
3062,35,8.41,0.08,,,0,0.19031708793271906
3063,35,5.67,0.089,,,0,0.19016483426237288
3064,33,3.93,0.103,,,0,0.19001270239496298
3065,36,2.46,0.12,,,0,0.189860692233047
3066,36,2.62,0.111,,,0,0.18970880367926055
3067,34,1.75,0.09,,,0,0.18955703663631712
3068,36,0.79,0.106,,,0,0.18940539100700807
3069,35,0.42,0.11,,,0,0.18925386669420247
3070,33,0.56,0.102,,,0,0.1891024636008471
3071,33,0.73,0.1,,,0,0.1889511816299664
3072,31,0.89,0.094,,,0,0.18880002068466242
3073,33,1.02,0.126,,,0,0.1886489806681147
3074,33,1.27,0.114,,,0,0.1884980614835802
3075,31,1.54,0.122,,,0,0.18834726303439334
3076,30,1.85,0.113,,,0,0.18819658522396582
3077,30,2.15,0.126,,,0,0.18804602795578665
3078,29,2.58,0.105,,,0,0.18804602795578665
3079,28,3.09,0.115,,,0,0.18804602795578665
3080,28,3.24,0.125,,,0,0.18804602795578665
3081,30,2.84,0.13,,,0,0.18804602795578665
3082,29,1.4,0.114,,,0,0.18789559113342202
3083,29,1.0,0.091,,,0,0.18774527466051527
3084,28,1.17,0.061,,,0,0.18759507844078685
3085,27,0.9,0.062,,,0,0.18744500237803421
3086,26,0.74,0.067,,,0,0.18729504637613179
3087,25,0.66,0.066,,,0,0.18714521033903087
3088,24,0.75,0.073,,,0,0.18699549417075964
3089,24,0.95,0.081,,,0,0.18684589777542304
3090,24,1.08,0.097,,,0,0.1866964210572027
3091,23,1.36,0.089,,,0,0.18654706392035691
3092,23,1.68,0.079,,,0,0.18639782626922063
3093,24,2.03,0.094,,,0,0.18624870800820525
3094,23,2.46,0.084,,,0,0.18609970904179868
3095,23,2.89,0.086,,,0,0.18595082927456524
3096,23,3.35,0.085,,,0,0.1858020686111456
3097,29,3.0,0.093,,,0,0.18565342695625667
3098,29,3.43,0.092,,,0,0.18550490421469165
3099,29,4.02,0.089,,,0,0.1853565002913199
3100,29,4.69,0.083,,,0,0.18520821509108684
3101,31,4.76,0.095,,,0,0.18520821509108684
3102,30,5.62,0.094,,,0,0.18520821509108684
3103,30,6.1,0.097,,,0,0.18520821509108684
3104,33,6.59,0.11,,,0,0.18520821509108684
3105,34,3.21,0.096,,,0,0.18506004851901398
3106,34,2.61,0.096,,,0,0.18491200048019876
3107,33,2.0,0.085,,,0,0.1847640708798146
3108,31,1.46,0.063,,,0,0.18461625962311076
3109,31,1.34,0.069,,,0,0.18446856661541228
3110,30,1.22,0.083,,,0,0.18432099176211994
3111,29,0.71,0.09,,,0,0.18417353496871025
3112,29,0.83,0.102,,,0,0.18417353496871025
3113,31,0.7,0.146,,,0,0.18417353496871025
3114,32,0.85,0.129,,,0,0.18417353496871025
3115,32,1.18,0.109,,,0,0.18417353496871025
3116,30,0.53,0.11,,,0,0.18417353496871025
3117,31,0.45,0.115,,,0,0.18417353496871025
3118,30,0.47,0.09,,,0,0.18417353496871025
3119,30,0.57,0.081,,,0,0.18417353496871025
3120,29,0.8,0.063,,,0,0.18417353496871025
3121,30,1.0,0.063,,,0,0.18417353496871025
3122,30,1.34,0.086,,,0,0.18417353496871025
3123,28,1.66,0.096,,,0,0.18417353496871025
3124,28,2.08,0.101,,,0,0.18417353496871025
3125,29,2.41,0.096,,,0,0.18417353496871025
3126,27,2.59,0.083,,,0,0.1840261961407353
3127,27,2.97,0.074,,,0,0.1838789751838227
3128,26,3.26,0.103,,,0,0.18373187200367563
3129,28,3.36,0.094,,,0,0.1835848865060727
3130,28,3.83,0.078,,,0,0.1834380185968678
3131,28,4.16,0.091,,,0,0.18329126818199032
3132,28,4.65,0.105,,,0,0.18314463516744472
3133,33,4.42,0.111,,,0,0.18299811945931077
3134,32,4.74,0.114,,,0,0.18285172096374333
3135,32,5.51,0.116,,,0,0.18270543958697233
3136,32,5.98,0.125,,,0,0.18255927523530274
3137,36,6.08,0.132,,,0,0.1824132278151145
3138,36,6.67,0.153,,,0,0.1822672972328624
3139,36,7.31,0.124,28,,0,0.18212148339507608
3140,38,8.15,0.123,,,0,0.18197578620836002
3141,38,8.17,0.117,,,0,0.18197578620836002
3142,37,9.07,0.101,,,0,0.18197578620836002
3143,37,9.59,0.088,,,0,0.18197578620836002
3144,37,10.37,0.087,,,0,0.18197578620836002
3145,40,6.3,0.08,,,0,0.18183020557939333
3146,39,4.09,0.075,,,0,0.18168474141492982
3147,38,2.76,0.071,,,0,0.18153939362179788
3148,35,2.04,0.063,,,0,0.18139416210690043
3149,36,1.89,0.069,,,0,0.1812490467772149
3150,35,1.67,0.074,,,0,0.18110404753979312
3151,33,1.47,0.073,,,0,0.1809591643017613
3152,33,1.31,0.074,,,0,0.18081439697031987
3153,34,0.92,0.094,,,0,0.1806697454527436
3154,32,1.09,0.096,,,0,0.1805252096563814
3155,31,1.38,0.1,,,0,0.1803807894886563
3156,31,1.68,0.102,,,0,0.18023648485706537
3157,29,2.02,0.109,,,0,0.1800922956691797
3158,28,2.35,0.102,,,0,0.17994822183264436
3159,27,2.82,0.091,,,0,0.17980426325517823
3160,28,3.23,0.102,,,0,0.1796604198445741
3161,29,3.02,0.102,,,0,0.1796604198445741
3162,29,3.33,0.09,,,0,0.1796604198445741
3163,29,3.34,0.083,,,0,0.1796604198445741
3164,28,3.37,0.088,,,0,0.1796604198445741
3165,28,1.38,0.076,,,0,0.17951669150869842
3166,28,0.87,0.07,,,0,0.17937307815549147
3167,26,0.38,0.076,,,0,0.17922957969296707
3168,26,0.5,0.076,,,0,0.1790861960292127
3169,30,0.4,0.097,,,0,0.17894292707238932
3170,29,0.48,0.107,,,0,0.17879977273073142
3171,28,0.67,0.112,,,0,0.17865673291254683
3172,29,0.68,0.123,,,0,0.1785138075262168
3173,31,0.89,0.096,,,0,0.1783709964801958
3174,29,1.13,0.098,,,0,0.17822829968301165
3175,28,1.28,0.131,,,0,0.17808571704326523
3176,31,1.57,0.134,,,0,0.1779432484696306
3177,32,1.76,0.15,,,0,0.1778008938708549
3178,32,2.08,0.134,,,0,0.1776586531557582
3179,32,2.43,0.121,,,0,0.1775165262332336
3180,32,2.85,0.098,,,0,0.17737451301224702
3181,33,2.78,0.096,,,0,0.17737451301224702
3182,31,3.22,0.071,,,0,0.17737451301224702
3183,31,3.7,0.083,,,0,0.17737451301224702
3184,32,4.11,0.082,,,0,0.17737451301224702
3185,33,2.17,0.081,,,0,0.1772326134018372
3186,33,1.84,0.095,,,0,0.17709082731111575
3187,30,1.71,0.068,,,0,0.17694915464926686
3188,29,1.5,0.075,,,0,0.17680759532554743
3189,30,1.6,0.061,,,0,0.176666149249287
3190,27,1.62,0.051,,,0,0.17652481632988756
3191,27,1.32,0.074,,,0,0.17638359647682364
3192,27,1.35,0.078,,,0,0.17624248959964217
3193,27,1.28,0.12,,,0,0.17610149560796245
3194,27,1.53,0.139,,,0,0.1759606144114761
3195,27,1.86,0.139,,,0,0.1758198459199469
3196,26,2.12,0.118,,,0,0.17567919004321095
3197,26,2.4,0.116,,,0,0.1755386466911764
3198,26,2.9,0.101,,,0,0.17539821577382345
3199,26,3.47,0.099,,,0,0.17525789720120438
3200,27,4.03,0.116,,,0,0.17511769088344342
3201,27,3.34,0.101,,,0,0.17511769088344342
3202,27,3.54,0.094,,,0,0.17511769088344342
3203,28,3.46,0.096,,,0,0.17511769088344342
3204,29,3.46,0.063,,,0,0.17511769088344342
3205,31,1.77,0.073,,,0,0.17497759673073665
3206,31,1.43,0.093,,,0,0.17497759673073665
3207,31,0.45,0.088,,,0,0.17497759673073665
3208,30,0.19,0.1,,,0,0.17497759673073665
3209,32,0.29,0.125,,,0,0.17497759673073665
3210,32,0.42,0.117,,,0,0.17497759673073665
3211,32,0.56,0.105,,,0,0.17497759673073665
3212,30,0.69,0.103,,,0,0.17497759673073665
3213,31,0.87,0.105,,,0,0.17497759673073665
3214,30,1.04,0.091,,,0,0.17483761465335207
3215,29,1.24,0.091,,,0,0.17469774456162937
3216,29,1.53,0.1,,,0,0.17455798636598005
3217,30,1.74,0.091,,,0,0.17441833997688727
3218,30,2.04,0.096,,,0,0.17427880530490575
3219,29,2.33,0.067,,,0,0.1741393822606618
3220,29,2.69,0.085,,,0,0.17400007075485327
3221,29,3.19,0.071,,,0,0.17386087069824938
3222,28,3.65,0.093,,,0,0.17372178200169078
3223,28,4.17,0.081,,,0,0.17358280457608943
3224,27,4.76,0.087,,,0,0.17344393833242855
3225,29,4.84,0.09,,,0,0.1733051831817626
3226,29,5.76,0.087,,,0,0.1731665390352172
3227,29,6.56,0.092,,,0,0.17302800580398903
3228,29,7.74,0.078,,,0,0.17288958339934582
3229,30,8.42,0.086,,,0,0.17288958339934582
3230,29,9.11,0.087,,,0,0.17288958339934582
3231,29,9.61,0.098,,,0,0.17288958339934582
3232,29,9.34,0.105,,,0,0.17288958339934582
3233,30,5.0,0.115,,,0,0.17275127173262633
3234,30,3.27,0.082,,,0,0.17261307071524024
3235,30,2.35,0.067,,,0,0.17247498025866803
3236,28,1.68,0.062,,,0,0.17233700027446108
3237,29,1.52,0.078,,,0,0.1721991306742415
3238,29,1.25,0.073,,,0,0.1720613713697021
3239,27,1.0,0.075,,,0,0.17192372227260633
3240,27,0.87,0.069,,39,0,0.17178618329478823
3241,32,0.84,0.087,,,0,0.17164875434815238
3242,32,1.08,0.098,,,0,0.17151143534467386
3243,31,1.08,0.122,,,0,0.1713742261963981
3244,31,1.29,0.121,,,0,0.17123712681544098
3245,32,1.6,0.13,,,0,0.17110013711398864
3246,31,1.89,0.125,,,0,0.17096325700429743
3247,31,2.17,0.105,,,0,0.170826486398694
3248,33,2.57,0.095,,,0,0.17068982520957504
3249,34,2.7,0.123,,,0,0.17055327334940737
3250,34,3.21,0.096,,,0,0.17055327334940737
3251,34,3.45,0.084,,,0,0.17055327334940737
3252,34,4.0,0.08,,,0,0.17055327334940737
3253,35,4.32,0.102,,,0,0.17055327334940737
3254,34,2.51,0.094,,,0,0.17041683073072783
3255,33,2.45,0.101,,,0,0.17028049726614325
3256,34,2.66,0.091,,,0,0.17014427286833034
3257,35,2.5,0.084,,,0,0.17000815745003567
3258,35,2.6,0.087,,,0,0.16987215092407565
3259,35,2.96,0.09,,,0,0.16973625320333638
3260,34,3.33,0.089,,,0,0.1696004642007737
3261,35,3.66,0.089,,,0,0.16946478382941307
3262,35,3.95,0.099,,,0,0.16932921200234954
3263,33,4.47,0.087,,,0,0.16919374863274766
3264,33,4.79,0.084,,,0,0.16905839363384145
3265,35,4.79,0.085,,,0,0.16892314691893437
3266,35,5.21,0.08,,,0,0.1687880084013992
3267,34,5.66,0.086,,,0,0.1686529779946781
3268,33,6.11,0.074,,,0,0.16851805561228236
3269,34,6.6,0.078,,,0,0.16838324116779255
3270,34,7.59,0.08,,,0,0.1682485345748583
3271,31,8.09,0.104,,,0,0.1681139357471984
3272,32,8.81,0.122,,,0,0.1681139357471984
3273,34,8.6,0.111,,,0,0.1681139357471984
3274,33,8.5,0.116,,,0,0.1681139357471984
3275,33,8.28,0.121,,,0,0.1681139357471984
3276,33,5.96,0.111,,,0,0.16797944459860065
3277,38,3.55,0.087,,,0,0.16784506104292177
3278,36,3.51,0.103,,,0,0.16771078499408743
3279,36,2.52,0.132,,,0,0.16757661636609214
3280,37,1.96,0.088,,,0,0.16744255507299927
3281,39,1.85,0.109,,,0,0.16730860102894085
3282,37,1.85,0.113,,,0,0.1671747541481177
3283,37,1.87,0.112,,,0,0.1670410143447992
3284,39,2.1,0.098,,,0,0.16690738153332335
3285,37,2.38,0.111,,,0,0.16677385562809668
3286,37,2.66,0.095,,,0,0.1666404365435942
3287,37,3.0,0.107,,,0,0.1665071241943593
3288,37,3.31,0.108,,,0,0.16637391849500383
3289,38,3.38,0.123,,,0,0.16624081936020782
3290,36,3.72,0.124,,,0,0.16610782670471966
3291,37,4.06,0.121,,,0,0.16597494044335587
3292,36,4.19,0.13,,,0,0.16597494044335587
3293,36,4.0,0.125,,,0,0.16597494044335587
3294,35,4.14,0.101,,,0,0.16597494044335587
3295,34,4.73,0.095,,,0,0.16597494044335587
3296,34,5.43,0.107,,,0,0.16597494044335587
3297,36,5.69,0.11,,,0,0.16597494044335587
3298,36,6.35,0.106,,,0,0.16597494044335587
3299,35,7.06,0.109,,,0,0.16597494044335587
3300,35,7.8,0.092,,,0,0.16597494044335587
3301,33,8.39,0.097,,,0,0.16584216049100117
3302,33,9.63,0.07,,,0,0.16570948676260835
3303,33,10.28,0.099,,,0,0.16557691917319825
3304,34,10.93,0.076,,,0,0.1654444576378597
3305,36,11.34,0.081,,,0,0.1653121020717494
3306,36,12.28,0.101,,,0,0.165179852390092
3307,36,13.26,0.068,16,,0,0.16504770850817993
3308,35,13.95,0.065,,,0,0.1649156703413734
3309,35,15.0,0.063,,,0,0.16478373780510028
3310,35,16.54,0.062,,,0,0.1646519108148562
3311,35,16.88,0.072,,,0,0.1645201892862043
3312,36,18.08,0.081,,,0,0.16438857313477534
3313,41,14.72,0.096,,,0,0.16425706227626752
3314,41,15.34,0.114,,,0,0.1641256566264465
3315,41,15.96,0.101,,,0,0.16399435610114532
3316,42,16.25,0.108,,,0,0.16399435610114532
3317,43,17.55,0.109,,,0,0.16399435610114532
3318,43,18.18,0.116,,,0,0.16399435610114532
3319,42,17.96,0.124,,,0,0.16399435610114532
3320,44,13.04,0.116,,,0,0.1638631606162644
3321,46,7.77,0.123,,,0,0.16373207008777138
3322,46,4.87,0.117,,,0,0.16360108443170115
3323,45,3.6,0.103,,,0,0.16347020356415579
3324,42,2.66,0.073,,,0,0.16333942740130447
3325,43,1.96,0.076,,,0,0.16320875585938344
3326,42,0.92,0.073,,,0,0.16307818885469594
3327,40,0.49,0.085,,,0,0.16294772630361218
3328,40,0.69,0.094,,,0,0.16281736812256928
3329,39,0.8,0.099,,,0,0.16268711422807122
3330,39,1.02,0.115,,,0,0.16255696453668877
3331,38,1.29,0.102,,,0,0.16242691896505942
3332,35,1.58,0.1,,,0,0.16229697742988738
3333,36,1.91,0.108,,,0,0.16216713984794348
3334,35,2.25,0.094,,,0,0.16203740613606513
3335,32,2.64,0.108,,,0,0.16190777621115626
3336,33,3.11,0.103,,,0,0.16177824999018733
3337,33,3.36,0.112,,,0,0.16177824999018733
3338,33,3.94,0.091,,,0,0.16177824999018733
3339,33,4.51,0.099,,,0,0.16177824999018733
3340,33,4.77,0.107,,,0,0.16177824999018733
3341,32,3.02,0.082,,,0,0.16164882739019518
3342,32,1.76,0.107,,,0,0.16151950832828302
3343,31,1.52,0.083,,,0,0.1613902927216204
3344,30,1.3,0.08,,,0,0.1612611804874431
3345,31,1.27,0.102,,,0,0.16113217154305312
3346,30,1.3,0.093,,,0,0.16100326580581867
3347,29,1.13,0.088,,,0,0.160874463193174
3348,28,1.25,0.083,,,0,0.16074576362261947
3349,33,1.31,0.121,,,0,0.16061716701172138
3350,31,1.38,0.14,,,0,0.160488673278112
3351,30,1.64,0.161,,,0,0.1603602823394895
3352,32,1.9,0.16,,,0,0.1602319941136179
3353,35,2.12,0.181,,,0,0.160103808518327
3354,35,2.4,0.173,,,0,0.15997572547151234
3355,35,2.82,0.151,,,0,0.15984774489113512
3356,36,3.22,0.124,,,0,0.1597198666952222
3357,37,3.85,0.106,,,0,0.159592090801866
3358,36,4.38,0.098,,,0,0.159592090801866
3359,35,4.72,0.074,,,0,0.159592090801866
3360,36,4.88,0.078,,,0,0.159592090801866
3361,37,4.41,0.077,,,0,0.159592090801866
3362,37,1.71,0.075,,,0,0.15946441712922452
3363,37,1.09,0.054,,,0,0.15933684559552114
